batch_id,plant_id,line_id,sku_id,production_start,planned_qty_units,actual_qty_units,defect_units,batch_status
B100342,P03,L004,SKU509,2024-02-09 03:17:00,9115,8449,184,Completed
B100343,P03,L020,SKU510,2023-10-03 19:58:00,9645,9451,88,Completed
B100344,P04,L018,SKU502,2025-06-12 09:02:00,12116,11276,26,Scrapped
B100345,P02,L025,SKU510,2023-02-01 10:10:00,9059,8584,252,Completed
B100346,P04,L020,SKU508,2025-02-10 02:08:00,16127,15654,36,Reworked
B100347,P04,L005,SKU514,2023-09-11 02:54:00,9706,9207,1513,Completed
B100348,P01,L004,SKU507,2023-02-02 14:25:00,16105,15162,785,Completed
B100349,P01,L025,SKU510,2024-08-17 02:32:00,9659,9565,179,Reworked
B100350,P03,L006,SKU505,2024-09-02 05:31:00,6051,5897,86,Reworked
B100351,P01,L031,SKU500,2023-05-09 01:18:00,19831,19909,685,Completed
B100352,P02,L004,SKU501,2023-02-04 11:50:00,11476,11224,77,Reworked
B100353,P02,L024,SKU513,2023-04-11 05:29:00,14722,14255,1729,Reworked
B100354,P04,L032,SKU511,2024-01-03 23:35:00,12642,11960,269,Completed
B100355,P04,L015,SKU505,2023-04-30 03:31:00,8465,8458,375,Completed
B100356,P01,L002,SKU510,2024-09-24 17:43:00,19498,18322,415,Reworked
B100357,P04,L029,SKU500,2023-03-11 19:06:00,8687,8202,231,Completed
B100358,P01,L006,SKU500,2024-12-11 00:35:00,19875,19957,542,Reworked
B100359,P03,L017,SKU507,2025-02-26 04:07:00,9754,9696,148,Scrapped
B100360,P04,L032,SKU509,2024-10-07 03:59:00,2407,2361,98,Completed
B100361,P04,L024,SKU514,2025-04-29 16:53:00,2660,2457,283,Completed
B100362,P01,L002,SKU511,2025-04-25 07:23:00,19525,18211,538,Completed
B100363,P04,L027,SKU503,2023-02-11 21:43:00,11500,11154,913,Reworked
B100364,P01,L006,SKU512,2023-11-04 18:22:00,8977,8928,39,Scrapped
B100365,P03,L024,SKU507,2024-11-15 01:33:00,16604,16046,408,Scrapped
B100366,P02,L020,SKU512,2023-11-02 16:13:00,13108,12082,400,Completed
B100367,P02,L010,SKU502,2024-10-25 10:28:00,13890,13034,1325,Completed
B100368,P01,L014,SKU500,2024-11-27 20:54:00,14338,14035,317,Completed
B100369,P04,L004,SKU500,2025-06-16 05:14:00,5571,5512,115,Completed
B100370,P02,L032,SKU514,2023-10-24 21:07:00,3588,3312,76,Completed
B100371,P03,L008,SKU501,2023-11-10 02:00:00,15104,13961,881,Completed
B100372,P02,L010,SKU514,2023-01-22 20:18:00,2392,2263,115,Completed
B100373,P02,L017,SKU510,2023-09-14 22:59:00,14950,13878,659,Completed
B100374,P04,L022,SKU502,2023-09-10 11:25:00,4338,4226,34,Completed
B100375,P01,L017,SKU512,2024-02-12 18:34:00,6725,6270,69,Scrapped
B100376,P03,L017,SKU502,2024-01-15 01:29:00,14739,14515,89,Reworked
B100377,P03,L019,SKU502,2025-02-09 22:01:00,13211,13180,192,Scrapped
B100378,P02,L028,SKU508,2024-11-27 09:52:00,16067,16340,79,Completed
B100379,P02,L013,SKU504,2024-10-17 17:37:00,12997,13189,295,Completed
B100380,P01,L027,SKU504,2023-01-05 16:35:00,2861,2710,52,Reworked
B100381,P04,L026,SKU502,2024-02-29 11:04:00,17116,15797,329,Reworked
B100382,P04,L031,SKU509,2024-10-18 15:19:00,5883,5606,18,Completed
B100383,P01,L030,SKU500,2023-08-09 02:33:00,4449,4408,134,Scrapped
B100384,P01,L026,SKU503,2024-01-18 08:47:00,17813,16494,249,Reworked
B100385,P01,L008,SKU508,2024-10-16 07:32:00,5507,5264,83,Completed
B100386,P01,L025,SKU507,2024-12-16 02:03:00,11649,11064,288,Completed
B100387,P04,L024,SKU510,2025-02-08 01:46:00,10747,10122,91,Completed
B100388,P04,L010,SKU503,2024-01-22 19:57:00,15851,15702,577,Scrapped
B100389,P01,L022,SKU509,2023-12-26 22:56:00,2794,2754,83,Scrapped
B100390,P03,L009,SKU511,2023-12-11 10:28:00,3920,3816,623,Completed
B100391,P01,L017,SKU505,2024-08-24 17:26:00,9480,9585,772,Reworked
B100392,P02,L026,SKU503,2024-01-13 14:15:00,10518,9785,191,Scrapped
B100393,P03,L007,SKU508,2023-12-27 04:34:00,16187,15134,116,Completed
B100394,P03,L011,SKU508,2023-06-01 10:46:00,12903,12365,970,Scrapped
B100395,P04,L026,SKU501,2024-03-06 15:27:00,4676,4608,122,Completed
B100396,P01,L015,SKU508,2023-08-02 13:25:00,19619,19195,677,Completed
B100397,P01,L031,SKU502,2024-04-17 10:03:00,10279,9532,581,Completed
B100398,P02,L001,SKU508,2025-03-10 19:05:00,19362,19668,1390,Reworked
B100399,P02,L024,SKU513,2024-11-29 03:40:00,19815,18834,568,Reworked
B100400,P04,L027,SKU508,2024-03-06 05:58:00,2930,2800,34,Completed
B100401,P04,L030,SKU511,2025-05-29 18:07:00,11106,10910,656,Reworked
B100402,P02,L006,SKU504,2025-06-01 04:51:00,9596,9735,30,Completed
B100403,P04,L032,SKU513,2024-02-04 22:18:00,10969,10818,435,Completed
B100404,P02,L013,SKU512,2024-11-18 03:40:00,7578,7695,253,Reworked
B100405,P03,L012,SKU513,2023-11-05 02:00:00,12058,11319,916,Reworked
B100406,P02,L012,SKU511,2025-03-01 18:44:00,10859,10662,231,Completed
B100407,P01,L021,SKU509,2023-12-03 05:33:00,5348,5363,304,Completed
B100408,P04,L022,SKU507,2023-08-21 10:51:00,7193,6983,240,Completed
B100409,P01,L016,SKU513,2023-05-01 12:00:00,4648,4444,76,Reworked
B100410,P01,L003,SKU512,2025-01-28 08:58:00,17184,17501,221,Scrapped
B100411,P01,L032,SKU506,2023-09-25 05:52:00,14192,13256,749,Reworked
B100412,P02,L008,SKU501,2025-01-01 23:41:00,8975,8625,1134,Reworked
B100413,P01,L004,SKU500,2023-03-19 19:15:00,9123,9189,197,Completed
B100414,P01,L020,SKU503,2024-03-26 19:05:00,3423,3457,18,Completed
B100415,P03,L014,SKU500,2024-01-21 02:30:00,7218,7348,276,Completed
B100416,P04,L020,SKU503,2024-01-30 22:30:00,18639,18797,235,Scrapped
B100417,P01,L029,SKU501,2023-05-31 14:55:00,2565,2372,87,Completed
B100418,P02,L004,SKU514,2023-03-08 11:29:00,4630,4690,125,Scrapped
B100419,P03,L010,SKU501,2023-11-08 18:23:00,17228,16587,899,Reworked
B100420,P04,L017,SKU509,2024-02-28 05:02:00,11365,11196,118,Scrapped
B100421,P03,L026,SKU505,2024-12-15 05:16:00,2581,2476,74,Reworked
B100422,P04,L020,SKU502,2024-02-21 05:01:00,10815,10829,1117,Completed
B100423,P03,L013,SKU510,2023-08-10 08:02:00,15499,15151,1441,Completed
B100424,P02,L020,SKU514,2023-08-25 05:46:00,8211,8248,94,Completed
B100425,P01,L032,SKU511,2024-07-04 16:55:00,8875,8336,370,Scrapped
B100426,P04,L016,SKU514,2024-01-28 02:12:00,13363,12541,2230,Completed
B100427,P04,L029,SKU508,2025-03-22 01:31:00,12776,12316,1040,Scrapped
B100428,P01,L025,SKU510,2024-01-31 19:03:00,18252,16800,811,Reworked
B100429,P03,L010,SKU502,2024-05-25 05:40:00,6458,6388,209,Completed
B100430,P01,L008,SKU512,2023-02-27 12:20:00,6969,6617,203,Scrapped
B100431,P03,L025,SKU511,2023-06-24 09:55:00,4797,4680,10,Completed
B100432,P04,L007,SKU503,2025-02-04 03:36:00,13968,12948,91,Completed
B100433,P01,L011,SKU505,2023-11-07 06:56:00,11600,10869,479,Completed
B100434,P02,L008,SKU509,2024-01-14 21:51:00,8245,8098,179,Completed
B100435,P01,L020,SKU500,2024-06-15 07:58:00,14521,13803,267,Completed
B100436,P03,L010,SKU512,2023-02-22 01:41:00,8780,8266,91,Reworked
B100437,P04,L022,SKU504,2024-03-31 22:48:00,5518,5202,34,Scrapped
B100438,P01,L030,SKU501,2023-11-08 13:24:00,11717,11031,60,Completed
B100439,P02,L027,SKU504,2023-05-14 18:11:00,9854,9679,293,Reworked
B100440,P04,L031,SKU512,2024-01-12 12:04:00,9297,8709,344,Reworked
B100441,P02,L001,SKU504,2024-02-07 02:48:00,10003,9565,78,Completed
B100442,P01,L015,SKU508,2023-06-17 16:39:00,18455,18248,1039,Completed
B100443,P02,L008,SKU512,2024-05-03 18:14:00,5887,5718,991,Completed
B100444,P03,L030,SKU500,2024-11-02 13:29:00,6964,6822,321,Reworked
B100445,P03,L023,SKU511,2023-08-29 14:23:00,12170,11501,855,Completed
B100446,P02,L011,SKU504,2025-05-19 21:03:00,2840,2877,94,Completed
B100447,P04,L019,SKU510,2024-07-05 04:49:00,4626,4447,174,Completed
B100448,P03,L020,SKU502,2024-11-26 18:35:00,12194,11568,487,Reworked
B100449,P02,L016,SKU502,2023-03-05 03:27:00,11175,11291,278,Completed
B100450,P04,L016,SKU511,2024-11-21 17:20:00,13750,13551,486,Reworked
B100451,P04,L002,SKU512,2023-10-30 22:42:00,4041,3965,99,Scrapped
B100452,P02,L015,SKU514,2024-10-01 03:05:00,17369,17519,138,Completed
B100453,P01,L012,SKU510,2024-12-24 20:22:00,10739,9942,724,Reworked
B100454,P03,L027,SKU506,2023-08-14 08:36:00,4790,4808,4,Completed
B100455,P03,L028,SKU502,2023-08-22 08:33:00,7608,7515,198,Scrapped
B100456,P01,L025,SKU504,2023-02-23 13:36:00,6094,5825,104,Completed
B100457,P03,L001,SKU509,2024-06-28 15:49:00,10140,9588,234,Completed
B100458,P04,L027,SKU505,2024-11-27 15:06:00,10448,9721,36,Completed
B100459,P01,L013,SKU507,2024-01-05 00:38:00,9807,9945,145,Completed
B100460,P03,L014,SKU502,2023-05-25 21:20:00,10298,9620,335,Completed
B100461,P01,L031,SKU506,2023-10-12 19:32:00,18342,17350,466,Scrapped
B100462,P03,L028,SKU503,2023-12-29 13:26:00,19264,19054,858,Completed
B100463,P02,L002,SKU501,2025-04-04 12:26:00,10818,10720,1460,Completed
B100464,P01,L012,SKU501,2023-04-22 14:49:00,19334,18098,364,Scrapped
B100465,P04,L024,SKU507,2023-11-05 22:27:00,16732,16755,329,Completed
B100466,P01,L018,SKU505,2024-07-28 06:08:00,16759,16273,517,Scrapped
B100467,P03,L009,SKU501,2023-08-02 00:11:00,6061,6090,183,Scrapped
B100468,P01,L017,SKU507,2025-03-07 06:17:00,9891,9186,307,Completed
B100469,P04,L028,SKU502,2025-03-29 08:54:00,8337,7705,151,Reworked
B100470,P03,L008,SKU500,2023-12-09 02:20:00,3736,3675,233,Reworked
B100471,P04,L024,SKU501,2024-11-02 08:23:00,3351,3133,88,Scrapped
B100472,P02,L024,SKU506,2024-11-11 07:53:00,13203,12839,1165,Completed
B100473,P02,L029,SKU514,2024-09-05 14:52:00,9573,8820,191,Completed
B100474,P03,L010,SKU503,2023-06-17 20:06:00,16862,16828,246,Completed
B100475,P04,L007,SKU504,2023-02-14 13:57:00,14036,14175,169,Completed
B100476,P04,L018,SKU503,2023-11-09 12:00:00,3533,3546,123,Reworked
B100477,P01,L018,SKU505,2023-04-29 02:01:00,17087,17357,256,Completed
B100478,P03,L014,SKU510,2023-09-21 02:13:00,10929,11041,379,Completed
B100479,P01,L025,SKU504,2024-07-28 12:08:00,12186,11752,115,Completed
B100480,P02,L026,SKU509,2024-06-13 22:07:00,19382,18603,114,Completed
B100481,P04,L008,SKU513,2023-07-08 11:44:00,13521,13651,67,Completed
B100482,P02,L026,SKU514,2023-01-16 22:32:00,2401,2431,134,Reworked
B100483,P04,L008,SKU508,2023-07-23 01:46:00,5190,5279,32,Scrapped
B100484,P02,L014,SKU510,2024-02-14 07:43:00,9674,9643,539,Completed
B100485,P01,L001,SKU513,2024-12-02 05:23:00,2669,2509,60,Completed
B100486,P02,L011,SKU511,2023-11-25 15:04:00,5014,5086,201,Completed
B100487,P03,L031,SKU504,2023-09-15 07:58:00,16250,16489,1256,Completed
B100488,P04,L015,SKU501,2024-05-11 05:09:00,4570,4508,52,Completed
B100489,P03,L023,SKU501,2023-03-06 10:17:00,5006,5034,171,Scrapped
B100490,P04,L004,SKU513,2023-07-22 21:42:00,11084,10819,350,Scrapped
B100491,P04,L021,SKU508,2023-02-02 18:55:00,3641,3693,261,Reworked
B100492,P04,L012,SKU504,2024-04-18 01:18:00,6602,6135,9,Completed
B100493,P03,L024,SKU505,2024-02-03 20:38:00,18876,18996,214,Completed
B100494,P02,L030,SKU504,2024-06-08 07:05:00,13366,12370,141,Completed
B100495,P02,L018,SKU512,2024-07-09 09:58:00,19343,18451,552,Reworked
B100496,P01,L004,SKU509,2023-12-22 14:36:00,8376,7819,691,Completed
B100497,P02,L016,SKU513,2025-02-20 23:55:00,13092,12671,792,Completed
B100498,P04,L004,SKU504,2025-04-06 10:12:00,6294,5936,88,Completed
B100499,P02,L015,SKU507,2023-04-10 17:22:00,8815,8949,348,Completed
B100500,P01,L002,SKU501,2025-04-08 02:38:00,5143,5019,204,Completed
B100501,P03,L021,SKU514,2023-06-27 00:07:00,16998,17164,514,Completed
B100502,P04,L010,SKU507,2023-08-12 13:38:00,5312,5034,220,Completed
B100503,P04,L007,SKU508,2024-04-21 19:41:00,5684,5244,133,Reworked
B100504,P02,L001,SKU506,2023-01-27 11:08:00,10348,10322,736,Scrapped
B100505,P02,L029,SKU504,2023-11-24 16:44:00,9729,9634,77,Reworked
B100506,P03,L027,SKU514,2023-06-25 03:13:00,7649,7454,219,Completed
B100507,P01,L026,SKU507,2024-03-10 06:48:00,8426,8438,485,Scrapped
B100508,P02,L002,SKU510,2025-01-03 05:12:00,7310,7339,671,Completed
B100509,P01,L012,SKU500,2025-04-11 17:05:00,18428,18037,671,Completed
B100510,P04,L032,SKU504,2023-07-10 23:10:00,12446,12652,695,Scrapped
B100511,P03,L019,SKU512,2024-05-05 09:39:00,18555,18406,1801,Completed
B100512,P04,L005,SKU501,2024-03-02 23:24:00,19762,19518,641,Reworked
B100513,P04,L005,SKU501,2024-01-09 14:36:00,13715,13113,572,Completed
B100514,P04,L009,SKU512,2024-07-23 10:13:00,16861,15515,462,Completed
B100515,P01,L032,SKU504,2025-06-09 11:54:00,3993,3769,215,Scrapped
B100516,P04,L006,SKU504,2023-12-31 17:11:00,19089,19020,1044,Completed
B100517,P01,L029,SKU508,2023-02-28 16:39:00,10679,10582,995,Scrapped
B100518,P02,L022,SKU502,2025-04-04 08:54:00,14841,14144,483,Completed
B100519,P03,L030,SKU500,2025-04-18 21:39:00,6415,6303,37,Scrapped
B100520,P02,L027,SKU500,2023-10-18 03:07:00,3719,3494,322,Completed
B100521,P01,L011,SKU501,2024-03-27 11:53:00,17928,16966,76,Completed
B100522,P01,L027,SKU502,2025-02-15 07:54:00,10090,10238,539,Completed
B100523,P04,L006,SKU510,2024-03-29 09:08:00,4491,4317,91,Completed
B100524,P02,L010,SKU504,2024-03-09 01:52:00,13852,13083,414,Scrapped
B100525,P02,L007,SKU501,2025-04-09 18:25:00,2977,2883,57,Completed
B100526,P04,L005,SKU500,2025-01-15 22:11:00,10108,9690,430,Completed
B100527,P01,L003,SKU507,2024-04-01 14:11:00,14679,14575,275,Completed
B100528,P04,L006,SKU512,2023-05-26 08:24:00,14967,15209,177,Reworked
B100529,P04,L004,SKU505,2024-01-30 13:35:00,10159,9947,519,Completed
B100530,P03,L013,SKU500,2024-08-31 19:23:00,8659,8478,216,Completed
B100531,P01,L003,SKU503,2023-09-03 05:45:00,17090,16346,252,Completed
B100532,P01,L002,SKU507,2024-04-28 13:15:00,5325,5199,231,Scrapped
B100533,P02,L032,SKU502,2024-08-15 22:26:00,3343,3182,168,Completed
B100534,P03,L003,SKU514,2023-03-18 12:26:00,4823,4437,52,Scrapped
B100535,P01,L003,SKU511,2024-05-27 16:20:00,16419,16527,461,Completed
B100536,P02,L001,SKU505,2024-10-25 19:15:00,10458,10070,479,Completed
B100537,P01,L005,SKU514,2023-07-12 21:51:00,2672,2589,90,Scrapped
B100538,P03,L017,SKU504,2024-05-08 13:47:00,5037,4676,65,Reworked
B100539,P01,L027,SKU502,2024-09-30 11:19:00,2505,2514,6,Reworked
B100540,P03,L024,SKU514,2023-02-09 20:38:00,16659,15610,487,Completed
B100541,P01,L019,SKU514,2024-08-02 16:16:00,10303,9901,140,Reworked
B100542,P01,L003,SKU504,2023-08-22 18:28:00,3225,3237,127,Completed
B100543,P01,L025,SKU508,2023-12-24 14:24:00,5983,5778,170,Completed
B100544,P04,L002,SKU502,2024-08-06 04:48:00,13096,13267,1466,Completed
B100545,P01,L021,SKU509,2023-01-04 23:03:00,12686,11936,154,Reworked
B100546,P02,L014,SKU510,2023-01-16 02:41:00,16747,16605,641,Completed
B100547,P03,L029,SKU510,2024-02-06 22:09:00,2464,2507,15,Completed
B100548,P03,L010,SKU508,2025-05-04 19:00:00,3249,3167,23,Reworked
B100549,P03,L021,SKU510,2023-01-06 10:51:00,2637,2608,329,Completed
B100550,P04,L015,SKU508,2024-12-10 21:42:00,9093,8723,480,Completed
B100551,P02,L017,SKU512,2023-03-09 11:58:00,15088,15014,126,Completed
B100552,P04,L031,SKU502,2024-03-16 00:56:00,13934,14085,458,Completed
B100553,P02,L023,SKU507,2024-01-23 13:10:00,5782,5725,237,Completed
B100554,P04,L014,SKU506,2024-02-26 06:45:00,13830,14017,762,Scrapped
B100555,P03,L015,SKU508,2023-03-15 17:28:00,13815,13523,365,Scrapped
B100556,P03,L023,SKU502,2024-11-09 04:18:00,5444,5322,43,Scrapped
B100557,P04,L012,SKU504,2023-09-06 02:22:00,15498,14730,417,Scrapped
B100558,P04,L006,SKU514,2024-11-24 22:43:00,9601,9514,283,Reworked
B100559,P04,L015,SKU501,2024-08-12 22:36:00,3067,3092,107,Completed
B100560,P03,L003,SKU509,2024-05-11 03:51:00,9030,8891,181,Completed
B100561,P01,L006,SKU509,2023-10-05 18:05:00,15855,14956,392,Reworked
B100562,P02,L014,SKU507,2024-08-10 00:55:00,14531,14159,413,Scrapped
B100563,P01,L026,SKU500,2025-06-16 21:12:00,6831,6800,117,Completed
B100564,P04,L026,SKU500,2025-04-10 19:32:00,15624,15841,187,Scrapped
B100565,P01,L009,SKU504,2025-04-04 16:07:00,9011,8431,201,Completed
B100566,P01,L014,SKU501,2023-07-17 17:37:00,10284,9592,82,Completed
B100567,P01,L005,SKU501,2024-06-10 18:41:00,3559,3421,55,Reworked
B100568,P03,L025,SKU502,2023-12-25 00:34:00,19947,18601,1138,Completed
B100569,P03,L008,SKU502,2025-05-20 06:03:00,17095,17403,505,Reworked
B100570,P04,L026,SKU512,2025-05-05 01:50:00,5508,5301,178,Completed
B100571,P02,L027,SKU509,2025-02-20 05:10:00,12093,11770,1064,Reworked
B100572,P02,L023,SKU500,2023-05-27 11:00:00,16046,15126,390,Completed
B100573,P01,L011,SKU509,2023-10-15 00:12:00,11083,10694,194,Completed
B100574,P01,L031,SKU502,2024-10-02 03:32:00,5794,5901,567,Completed
B100575,P02,L022,SKU506,2024-11-05 15:16:00,19433,18828,654,Completed
B100576,P04,L021,SKU500,2023-11-12 06:16:00,6838,6296,349,Completed
B100577,P03,L028,SKU501,2023-05-04 03:33:00,8021,7573,161,Completed
B100578,P04,L029,SKU501,2023-05-04 05:15:00,8689,8844,183,Completed
B100579,P01,L003,SKU506,2024-09-08 02:18:00,18034,18374,125,Completed
B100580,P01,L029,SKU506,2024-02-13 18:03:00,11000,10351,200,Scrapped
B100581,P04,L025,SKU505,2024-03-17 23:22:00,14954,14677,819,Completed
B100582,P01,L007,SKU509,2025-01-03 19:53:00,18221,16903,1656,Scrapped
B100583,P01,L010,SKU510,2023-01-16 03:26:00,18713,18296,1203,Completed
B100584,P02,L025,SKU510,2024-11-10 01:52:00,17415,16241,15,Reworked
B100585,P04,L007,SKU508,2023-09-04 19:21:00,18340,18374,145,Completed
B100586,P03,L015,SKU508,2025-04-18 02:07:00,19068,19334,85,Completed
B100587,P01,L023,SKU507,2025-05-09 20:15:00,19838,18594,768,Completed
B100588,P04,L021,SKU503,2024-03-27 22:08:00,13575,13117,486,Completed
B100589,P04,L030,SKU507,2023-10-12 05:57:00,4370,4064,108,Reworked
B100590,P04,L004,SKU500,2023-07-29 20:43:00,4039,3852,57,Scrapped
B100591,P04,L010,SKU514,2023-06-13 07:24:00,16328,15128,253,Completed
B100592,P01,L032,SKU505,2025-06-18 06:51:00,7690,7278,184,Completed
B100593,P04,L019,SKU511,2023-06-18 18:40:00,16480,16793,171,Completed
B100594,P02,L008,SKU514,2024-02-06 21:47:00,18825,17402,2172,Completed
B100595,P04,L010,SKU507,2024-03-07 07:00:00,13598,13678,338,Scrapped
B100596,P03,L011,SKU512,2024-09-03 06:18:00,15757,14618,131,Completed
B100597,P04,L018,SKU507,2025-01-28 09:13:00,7019,6828,141,Scrapped
B100598,P03,L010,SKU501,2024-05-17 04:43:00,9821,9479,362,Reworked
B100599,P03,L020,SKU500,2024-11-13 04:50:00,19372,19626,934,Completed
B100600,P03,L015,SKU502,2024-05-25 00:25:00,16703,15699,161,Completed
B100601,P04,L020,SKU514,2024-01-29 04:00:00,5679,5326,139,Completed
B100602,P03,L005,SKU507,2023-05-22 23:23:00,18853,18756,1559,Scrapped
B100603,P01,L020,SKU504,2023-07-07 20:30:00,10992,10910,303,Completed
B100604,P04,L030,SKU506,2024-01-25 04:13:00,17189,17015,685,Completed
B100605,P03,L005,SKU503,2023-02-11 11:00:00,11386,10504,213,Scrapped
B100606,P02,L011,SKU513,2023-10-12 17:24:00,12870,12174,78,Completed
B100607,P03,L023,SKU514,2024-02-21 08:48:00,4912,4931,165,Completed
B100608,P04,L020,SKU501,2024-03-01 08:55:00,8095,7933,356,Reworked
B100609,P04,L022,SKU510,2025-01-03 07:08:00,15005,14708,503,Completed
B100610,P04,L018,SKU505,2025-05-20 21:26:00,17163,16297,294,Completed
B100611,P02,L022,SKU500,2024-10-18 17:07:00,3599,3404,6,Reworked
B100612,P04,L020,SKU513,2023-03-13 13:58:00,3383,3432,103,Completed
B100613,P02,L003,SKU500,2024-01-03 17:46:00,14475,14370,1161,Reworked
B100614,P03,L025,SKU503,2024-10-18 22:04:00,10047,9370,65,Completed
B100615,P03,L015,SKU500,2024-06-19 05:34:00,17275,17512,442,Completed
B100616,P01,L002,SKU507,2024-02-17 00:08:00,3227,3156,260,Reworked
B100617,P02,L014,SKU508,2024-01-28 14:55:00,8289,7902,747,Completed
B100618,P01,L014,SKU504,2024-01-01 08:43:00,2637,2530,274,Scrapped
B100619,P01,L003,SKU501,2024-06-05 02:44:00,14769,14658,407,Completed
B100620,P02,L032,SKU501,2023-06-10 21:40:00,17441,16701,826,Reworked
B100621,P02,L008,SKU514,2024-04-10 18:06:00,4821,4714,572,Completed
B100622,P01,L011,SKU512,2023-07-05 06:44:00,7831,7760,648,Scrapped
B100623,P02,L015,SKU514,2024-09-04 20:52:00,17227,16185,437,Completed
B100624,P03,L027,SKU507,2025-02-17 06:34:00,2745,2784,46,Completed
B100625,P01,L024,SKU508,2024-04-01 22:30:00,19136,18286,155,Scrapped
B100626,P02,L025,SKU511,2023-12-15 19:43:00,17965,17281,849,Scrapped
B100627,P02,L008,SKU509,2025-04-26 13:11:00,4748,4699,104,Reworked
B100628,P03,L028,SKU506,2024-08-16 17:21:00,4500,4413,177,Reworked
B100629,P02,L027,SKU504,2024-01-21 05:24:00,14453,13932,719,Reworked
B100630,P03,L015,SKU507,2023-01-26 21:44:00,2181,2148,41,Completed
B100631,P02,L018,SKU500,2023-01-15 07:47:00,11104,11218,485,Reworked
B100632,P02,L002,SKU502,2023-07-19 08:06:00,3186,3186,556,Completed
B100633,P02,L025,SKU511,2023-08-01 17:40:00,11566,11594,940,Completed
B100634,P01,L031,SKU513,2024-10-11 06:14:00,8303,7853,134,Completed
B100635,P03,L016,SKU501,2024-03-26 13:06:00,14716,14155,621,Completed
B100636,P01,L018,SKU501,2025-06-18 23:07:00,17852,17412,58,Completed
B100637,P02,L016,SKU501,2024-05-01 12:21:00,10797,9980,163,Reworked
B100638,P04,L003,SKU511,2025-03-23 19:23:00,13551,13510,188,Completed
B100639,P04,L020,SKU504,2024-05-12 03:30:00,12805,12194,282,Completed
B100640,P03,L024,SKU504,2023-11-19 08:42:00,19728,18707,721,Completed
B100641,P04,L030,SKU500,2024-10-05 02:19:00,6156,5823,124,Completed
B100642,P04,L030,SKU514,2024-02-09 11:36:00,6300,5974,312,Reworked
B100643,P02,L016,SKU506,2023-09-05 04:23:00,8813,8405,15,Completed
B100644,P04,L031,SKU511,2024-03-01 21:39:00,15260,14962,37,Completed
B100645,P02,L017,SKU510,2024-08-21 09:55:00,17574,17193,264,Reworked
B100646,P02,L021,SKU502,2023-12-05 00:04:00,7005,6623,129,Completed
B100647,P03,L020,SKU512,2024-09-25 15:05:00,3978,3741,107,Completed
B100648,P04,L032,SKU508,2025-06-01 15:27:00,12955,12989,406,Completed
B100649,P04,L024,SKU509,2024-01-06 03:39:00,12756,11853,251,Completed
B100650,P02,L004,SKU503,2023-09-23 17:04:00,8745,8493,306,Reworked
B100651,P03,L003,SKU512,2023-12-28 22:51:00,5317,5168,87,Completed
B100652,P01,L014,SKU513,2025-01-24 10:27:00,17297,16906,14,Reworked
B100653,P04,L017,SKU506,2023-06-11 00:46:00,17237,17384,1842,Scrapped
B100654,P03,L022,SKU501,2025-05-26 07:25:00,15455,15182,345,Completed
B100655,P03,L016,SKU512,2024-01-08 14:07:00,12422,12637,113,Completed
